"","year","week","zone","spp","mosq","n_trap","abund"
"565",2021,30,"BE","Pipiens",107,5,21.4
"566",2021,30,"BE","Tarsalis",993,5,198.6
"567",2021,30,"LV","All",4056,37,109.62
"568",2021,30,"LV","Pipiens",359,37,9.7
"569",2021,30,"LV","Tarsalis",3697,37,99.92
"570",2021,30,"NE","All",1532,10,153.2
"571",2021,30,"NE","Pipiens",341,10,34.1
"572",2021,30,"NE","Tarsalis",1191,10,119.1
"573",2021,30,"NW","All",707,9,78.56
"574",2021,30,"NW","Pipiens",121,9,13.44
"575",2021,30,"NW","Tarsalis",586,9,65.11
"576",2021,30,"SE","All",3159,15,210.6
"577",2021,30,"SE","Pipiens",447,15,29.8
"578",2021,30,"SE","Tarsalis",2712,15,180.8
"579",2021,30,"SW","All",644,9,71.56
"580",2021,30,"SW","Pipiens",58,9,6.44
"581",2021,30,"SW","Tarsalis",586,9,65.11
"582",2021,31,"BC","All",237,5,47.4
"583",2021,31,"BC","Tarsalis",237,5,47.4
"584",2021,31,"BE","All",220,5,44
"585",2021,31,"BE","Pipiens",60,5,12
"586",2021,31,"BE","Tarsalis",160,5,32
"587",2021,31,"LV","All",2631,37,71.11
"588",2021,31,"LV","Pipiens",536,37,14.49
"589",2021,31,"LV","Tarsalis",2095,37,56.62
"590",2021,31,"NE","All",1826,10,182.6
"591",2021,31,"NE","Pipiens",833,10,83.3
"592",2021,31,"NE","Tarsalis",993,10,99.3
"593",2021,31,"NW","All",179,9,19.89
"594",2021,31,"NW","Pipiens",75,9,8.33
"595",2021,31,"NW","Tarsalis",104,9,11.56
"596",2021,31,"SE","All",1251,15,83.4
"597",2021,31,"SE","Pipiens",240,15,16
"598",2021,31,"SE","Tarsalis",1011,15,67.4
"599",2021,31,"SW","All",146,9,16.22
"600",2021,31,"SW","Pipiens",37,9,4.11
"601",2021,31,"SW","Tarsalis",109,9,12.11
"602",2021,32,"BC","All",132,5,26.4
"603",2021,32,"BC","Tarsalis",132,5,26.4
"604",2021,32,"BE","All",218,5,43.6
"605",2021,32,"BE","Pipiens",78,5,15.6
"606",2021,32,"BE","Tarsalis",140,5,28
"607",2021,32,"LV","All",2111,37,57.05
"608",2021,32,"LV","Pipiens",559,37,15.11
"609",2021,32,"LV","Tarsalis",1552,37,41.95
"610",2021,32,"NE","All",1358,10,135.8
"611",2021,32,"NE","Pipiens",911,10,91.1
"612",2021,32,"NE","Tarsalis",447,10,44.7
"613",2021,32,"NW","All",215,9,23.89
"614",2021,32,"NW","Pipiens",113,9,12.56
"615",2021,32,"NW","Tarsalis",102,9,11.33
"616",2021,32,"SE","All",741,15,49.4
"617",2021,32,"SE","Pipiens",294,15,19.6
"618",2021,32,"SE","Tarsalis",447,15,29.8
"619",2021,32,"SW","All",115,9,12.78
"620",2021,32,"SW","Pipiens",48,9,5.33
"621",2021,32,"SW","Tarsalis",67,9,7.44
"622",2021,33,"BC","All",103,5,20.6
"623",2021,33,"BC","Tarsalis",103,5,20.6
"624",2021,33,"BE","All",161,5,32.2
"625",2021,33,"BE","Pipiens",29,5,5.8
"626",2021,33,"BE","Tarsalis",132,5,26.4
"627",2021,33,"LV","All",1419,35,40.54
"628",2021,33,"LV","Pipiens",435,35,12.43
"629",2021,33,"LV","Tarsalis",984,35,28.11
"630",2021,33,"NE","All",387,9,43
"631",2021,33,"NE","Pipiens",130,9,14.44
"632",2021,33,"NE","Tarsalis",257,9,28.56
"633",2021,33,"NW","All",184,9,20.44
"634",2021,33,"NW","Pipiens",57,9,6.33
"635",2021,33,"NW","Tarsalis",127,9,14.11
"636",2021,33,"SE","All",163,14,11.64
"637",2021,33,"SE","Pipiens",68,14,4.86
"638",2021,33,"SE","Tarsalis",95,14,6.79
"639",2021,33,"SW","All",63,8,7.88
"640",2021,33,"SW","Pipiens",17,8,2.12
"641",2021,33,"SW","Tarsalis",46,8,5.75
"642",2021,34,"BC","All",73,5,14.6
"643",2021,34,"BC","Tarsalis",73,5,14.6
"644",2021,34,"BE","All",140,5,28
"645",2021,34,"BE","Pipiens",28,5,5.6
"646",2021,34,"BE","Tarsalis",112,5,22.4
"647",2021,34,"LV","All",879,37,23.76
"648",2021,34,"LV","Pipiens",352,37,9.51
"649",2021,34,"LV","Tarsalis",527,37,14.24
"650",2021,34,"NE","All",761,9,84.56
"651",2021,34,"NE","Pipiens",680,9,75.56
"652",2021,34,"NE","Tarsalis",81,9,9
"653",2021,34,"NW","All",62,9,6.89
"654",2021,34,"NW","Pipiens",20,9,2.22
"655",2021,34,"NW","Tarsalis",42,9,4.67
"656",2021,34,"SE","All",193,12,16.08
"657",2021,34,"SE","Pipiens",126,12,10.5
"658",2021,34,"SE","Tarsalis",67,12,5.58
"659",2021,34,"SW","All",41,7,5.86
"660",2021,34,"SW","Pipiens",23,7,3.29
"661",2021,34,"SW","Tarsalis",18,7,2.57
"662",2021,35,"BC","All",28,5,5.6
"663",2021,35,"BC","Tarsalis",28,5,5.6
"664",2021,35,"BE","All",78,5,15.6
"665",2021,35,"BE","Pipiens",34,5,6.8
"666",2021,35,"BE","Tarsalis",44,5,8.8
"667",2021,35,"LV","All",621,35,17.74
"668",2021,35,"LV","Pipiens",273,35,7.8
"669",2021,35,"LV","Tarsalis",348,35,9.94
"670",2021,35,"NE","All",388,6,64.67
"671",2021,35,"NE","Pipiens",358,6,59.67
"672",2021,35,"NE","Tarsalis",30,6,5
"673",2021,35,"NW","All",43,7,6.14
"674",2021,35,"NW","Pipiens",23,7,3.29
"675",2021,35,"NW","Tarsalis",20,7,2.86
"676",2021,35,"SE","All",383,15,25.53
"677",2021,35,"SE","Pipiens",267,15,17.8
"678",2021,35,"SE","Tarsalis",116,15,7.73
"679",2021,35,"SW","All",45,6,7.5
"680",2021,35,"SW","Pipiens",25,6,4.17
"681",2021,35,"SW","Tarsalis",20,6,3.33
"682",2021,36,"BC","All",26,5,5.2
"683",2021,36,"BC","Tarsalis",26,5,5.2
"684",2021,36,"NE","All",679,6,113.17
"685",2021,36,"NE","Pipiens",665,6,110.83
"686",2021,36,"NE","Tarsalis",14,6,2.33
"687",2021,36,"NW","All",23,5,4.6
"688",2021,36,"NW","Pipiens",18,5,3.6
"689",2021,36,"NW","Tarsalis",5,5,1
"690",2021,36,"SE","All",350,6,58.33
"691",2021,36,"SE","Pipiens",340,6,56.67
"692",2021,36,"SE","Tarsalis",10,6,1.67
"693",2021,36,"SW","All",22,6,3.67
"694",2021,36,"SW","Pipiens",15,6,2.5
"695",2021,36,"SW","Tarsalis",7,6,1.17
"696",2022,23,"BE","All",42,2,21
"697",2022,23,"BE","Tarsalis",42,2,21
"698",2022,23,"LV","All",253,26,9.73
"699",2022,23,"LV","Pipiens",20,26,0.77
"700",2022,23,"LV","Tarsalis",233,26,8.96
"701",2022,23,"NE","All",59,5,11.8
"702",2022,23,"NE","Tarsalis",59,5,11.8
"703",2022,23,"NW","All",16,5,3.2
"704",2022,23,"NW","Pipiens",2,5,0.4
"705",2022,23,"NW","Tarsalis",14,5,2.8
"706",2022,23,"SE","All",87,12,7.25
"707",2022,23,"SE","Pipiens",4,12,0.33
"708",2022,23,"SE","Tarsalis",83,12,6.92
"709",2022,23,"SW","All",21,4,5.25
"710",2022,23,"SW","Pipiens",2,4,0.5
"711",2022,23,"SW","Tarsalis",19,4,4.75
"712",2022,24,"BC","All",73,5,14.6
"713",2022,24,"BC","Tarsalis",73,5,14.6
"714",2022,24,"BE","All",60,5,12
"715",2022,24,"BE","Pipiens",3,5,0.6
"716",2022,24,"BE","Tarsalis",57,5,11.4
"717",2022,24,"LV","All",477,26,18.35
"718",2022,24,"LV","Pipiens",33,26,1.27
"719",2022,24,"LV","Tarsalis",444,26,17.08
"720",2022,24,"NE","All",134,10,13.4
"721",2022,24,"NE","Pipiens",7,10,0.7
"722",2022,24,"NE","Tarsalis",127,10,12.7
"723",2022,24,"NW","All",76,8,9.5
"724",2022,24,"NW","Pipiens",13,8,1.62
"725",2022,24,"NW","Tarsalis",63,8,7.88
"726",2022,24,"SE","All",85,12,7.08
"727",2022,24,"SE","Pipiens",4,12,0.33
"728",2022,24,"SE","Tarsalis",81,12,6.75
"729",2022,24,"SW","All",35,6,5.83
"730",2022,24,"SW","Pipiens",5,6,0.83
"731",2022,24,"SW","Tarsalis",30,6,5
"732",2022,25,"BC","All",73,5,14.6
"733",2022,25,"BC","Tarsalis",73,5,14.6
"734",2022,25,"BE","All",34,4,8.5
"735",2022,25,"BE","Pipiens",1,4,0.25
"736",2022,25,"BE","Tarsalis",33,4,8.25
"737",2022,25,"LV","All",359,30,11.97
"738",2022,25,"LV","Pipiens",20,30,0.67
"739",2022,25,"LV","Tarsalis",339,30,11.3
"740",2022,25,"NE","All",210,9,23.33
"741",2022,25,"NE","Pipiens",39,9,4.33
"742",2022,25,"NE","Tarsalis",171,9,19
"743",2022,25,"NW","All",24,4,6
"744",2022,25,"NW","Pipiens",6,4,1.5
"745",2022,25,"NW","Tarsalis",18,4,4.5
"746",2022,25,"SE","All",146,14,10.43
"747",2022,25,"SE","Pipiens",8,14,0.57
"748",2022,25,"SE","Tarsalis",138,14,9.86
"749",2022,25,"SW","All",23,6,3.83
"750",2022,25,"SW","Pipiens",3,6,0.5
"751",2022,25,"SW","Tarsalis",20,6,3.33
"752",2022,26,"BC","All",82,5,16.4
"753",2022,26,"BC","Tarsalis",82,5,16.4
"754",2022,26,"BE","All",249,5,49.8
"755",2022,26,"BE","Pipiens",11,5,2.2
"756",2022,26,"BE","Tarsalis",238,5,47.6
"757",2022,26,"LV","All",704,31,22.71
"758",2022,26,"LV","Pipiens",52,31,1.68
"759",2022,26,"LV","Tarsalis",652,31,21.03
"760",2022,26,"NE","All",117,10,11.7
"761",2022,26,"NE","Pipiens",32,10,3.2
"762",2022,26,"NE","Tarsalis",85,10,8.5
"763",2022,26,"NW","All",61,8,7.62
"764",2022,26,"NW","Pipiens",30,8,3.75
"765",2022,26,"NW","Tarsalis",31,8,3.88
"766",2022,26,"SE","All",421,15,28.07
"767",2022,26,"SE","Pipiens",10,15,0.67
"768",2022,26,"SE","Tarsalis",411,15,27.4
"769",2022,26,"SW","All",17,6,2.83
"770",2022,26,"SW","Pipiens",2,6,0.33
"771",2022,26,"SW","Tarsalis",15,6,2.5
"772",2022,27,"BC","All",189,5,37.8
"773",2022,27,"BC","Tarsalis",189,5,37.8
"774",2022,27,"BE","All",180,5,36
"775",2022,27,"BE","Pipiens",4,5,0.8
"776",2022,27,"BE","Tarsalis",176,5,35.2
"777",2022,27,"LV","All",1408,29,48.55
"778",2022,27,"LV","Pipiens",77,29,2.66
"779",2022,27,"LV","Tarsalis",1331,29,45.9
"780",2022,27,"NE","All",552,10,55.2
"781",2022,27,"NE","Pipiens",195,10,19.5
"782",2022,27,"NE","Tarsalis",357,10,35.7
"783",2022,27,"NW","All",91,9,10.11
"784",2022,27,"NW","Pipiens",27,9,3
"785",2022,27,"NW","Tarsalis",64,9,7.11
"786",2022,27,"SE","All",1441,15,96.07
"787",2022,27,"SE","Pipiens",36,15,2.4
"788",2022,27,"SE","Tarsalis",1405,15,93.67
"789",2022,27,"SW","All",125,8,15.62
"790",2022,27,"SW","Pipiens",6,8,0.75
"791",2022,27,"SW","Tarsalis",119,8,14.88
"792",2022,28,"BC","All",175,5,35
"793",2022,28,"BC","Tarsalis",175,5,35
"794",2022,28,"BE","All",146,4,36.5
"795",2022,28,"BE","Pipiens",5,4,1.25
"796",2022,28,"BE","Tarsalis",141,4,35.25
"797",2022,28,"LV","All",2284,36,63.44
"798",2022,28,"LV","Pipiens",200,36,5.56
"799",2022,28,"LV","Tarsalis",2084,36,57.89
"800",2022,28,"NE","All",1733,10,173.3
"801",2022,28,"NE","Pipiens",298,10,29.8
"802",2022,28,"NE","Tarsalis",1435,10,143.5
"803",2022,28,"NW","All",421,9,46.78
"804",2022,28,"NW","Pipiens",19,9,2.11
"805",2022,28,"NW","Tarsalis",402,9,44.67
"806",2022,28,"SE","All",1592,15,106.13
"807",2022,28,"SE","Pipiens",59,15,3.93
"808",2022,28,"SE","Tarsalis",1533,15,102.2
"809",2022,28,"SW","All",501,9,55.67
"810",2022,28,"SW","Pipiens",11,9,1.22
"811",2022,28,"SW","Tarsalis",490,9,54.44
"812",2022,29,"BC","All",169,5,33.8
"813",2022,29,"BC","Tarsalis",169,5,33.8
"814",2022,29,"BE","All",479,5,95.8
"815",2022,29,"BE","Pipiens",12,5,2.4
"816",2022,29,"BE","Tarsalis",467,5,93.4
"817",2022,29,"LV","All",2568,37,69.41
"818",2022,29,"LV","Pipiens",264,37,7.14
"819",2022,29,"LV","Tarsalis",2304,37,62.27
"820",2022,29,"NE","All",1753,10,175.3
"821",2022,29,"NE","Pipiens",389,10,38.9
"822",2022,29,"NE","Tarsalis",1364,10,136.4
"823",2022,29,"NW","All",403,9,44.78
"824",2022,29,"NW","Pipiens",45,9,5
"825",2022,29,"NW","Tarsalis",358,9,39.78
"826",2022,29,"SE","All",1647,15,109.8
"827",2022,29,"SE","Pipiens",69,15,4.6
"828",2022,29,"SE","Tarsalis",1578,15,105.2
"829",2022,29,"SW","All",540,9,60
"830",2022,29,"SW","Pipiens",40,9,4.44
"831",2022,29,"SW","Tarsalis",500,9,55.56
"832",2022,30,"BC","All",145,5,29
"833",2022,30,"BC","Tarsalis",145,5,29
"834",2022,30,"BE","All",159,5,31.8
"835",2022,30,"BE","Pipiens",12,5,2.4
"836",2022,30,"BE","Tarsalis",147,5,29.4
"837",2022,30,"LV","All",2536,37,68.54
"838",2022,30,"LV","Pipiens",714,37,19.3
"839",2022,30,"LV","Tarsalis",1822,37,49.24
"840",2022,30,"NE","All",1155,10,115.5
"841",2022,30,"NE","Pipiens",676,10,67.6
"842",2022,30,"NE","Tarsalis",479,10,47.9
"843",2022,30,"NW","All",234,8,29.25
"844",2022,30,"NW","Pipiens",56,8,7
"845",2022,30,"NW","Tarsalis",178,8,22.25
"846",2022,30,"SE","All",882,15,58.8
"847",2022,30,"SE","Pipiens",184,15,12.27
"848",2022,30,"SE","Tarsalis",698,15,46.53
"849",2022,30,"SW","All",234,8,29.25
"850",2022,30,"SW","Pipiens",25,8,3.12
"851",2022,30,"SW","Tarsalis",209,8,26.12
"852",2022,31,"BC","All",136,5,27.2
"853",2022,31,"BC","Tarsalis",136,5,27.2
"854",2022,31,"BE","All",319,5,63.8
"855",2022,31,"BE","Pipiens",26,5,5.2
"856",2022,31,"BE","Tarsalis",293,5,58.6
"857",2022,31,"LV","All",2148,36,59.67
"858",2022,31,"LV","Pipiens",360,36,10
"859",2022,31,"LV","Tarsalis",1788,36,49.67
"860",2022,31,"NE","All",1084,10,108.4
"861",2022,31,"NE","Pipiens",451,10,45.1
"862",2022,31,"NE","Tarsalis",633,10,63.3
"863",2022,31,"NW","All",313,9,34.78
"864",2022,31,"NW","Pipiens",59,9,6.56
"865",2022,31,"NW","Tarsalis",254,9,28.22
"866",2022,31,"SE","All",818,15,54.53
"867",2022,31,"SE","Pipiens",268,15,17.87
"868",2022,31,"SE","Tarsalis",550,15,36.67
"869",2022,31,"SW","All",293,9,32.56
"870",2022,31,"SW","Pipiens",61,9,6.78
"871",2022,31,"SW","Tarsalis",232,9,25.78
"872",2022,32,"BC","All",91,5,18.2
"873",2022,32,"BC","Tarsalis",91,5,18.2
"874",2022,32,"BE","All",541,5,108.2
"875",2022,32,"BE","Pipiens",55,5,11
"876",2022,32,"BE","Tarsalis",486,5,97.2
"877",2022,32,"LV","All",2101,37,56.78
"878",2022,32,"LV","Pipiens",501,37,13.54
"879",2022,32,"LV","Tarsalis",1600,37,43.24
"880",2022,32,"NE","All",1729,10,172.9
"881",2022,32,"NE","Pipiens",1324,10,132.4
"882",2022,32,"NE","Tarsalis",405,10,40.5
"883",2022,32,"NW","All",221,9,24.56
"884",2022,32,"NW","Pipiens",54,9,6
"885",2022,32,"NW","Tarsalis",167,9,18.56
"886",2022,32,"SE","All",988,15,65.87
"887",2022,32,"SE","Pipiens",300,15,20
"888",2022,32,"SE","Tarsalis",688,15,45.87
"889",2022,32,"SW","All",782,9,86.89
"890",2022,32,"SW","Pipiens",112,9,12.44
"891",2022,32,"SW","Tarsalis",670,9,74.44
"892",2022,33,"BC","All",38,5,7.6
"893",2022,33,"BC","Tarsalis",38,5,7.6
"894",2022,33,"BE","All",149,5,29.8
"895",2022,33,"BE","Pipiens",39,5,7.8
"896",2022,33,"BE","Tarsalis",110,5,22
"897",2022,33,"LV","All",1185,35,33.86
"898",2022,33,"LV","Pipiens",542,35,15.49
"899",2022,33,"LV","Tarsalis",643,35,18.37
"900",2022,33,"NE","All",1742,10,174.2
"901",2022,33,"NE","Pipiens",955,10,95.5
"902",2022,33,"NE","Tarsalis",787,10,78.7
"903",2022,33,"NW","All",231,9,25.67
"904",2022,33,"NW","Pipiens",97,9,10.78
"905",2022,33,"NW","Tarsalis",134,9,14.89
"906",2022,33,"SE","All",1370,15,91.33
"907",2022,33,"SE","Pipiens",636,15,42.4
"908",2022,33,"SE","Tarsalis",734,15,48.93
"909",2022,33,"SW","All",366,9,40.67
"910",2022,33,"SW","Pipiens",103,9,11.44
"911",2022,33,"SW","Tarsalis",263,9,29.22
"912",2022,34,"BC","All",36,5,7.2
"913",2022,34,"BC","Tarsalis",36,5,7.2
"914",2022,34,"BE","All",188,5,37.6
"915",2022,34,"BE","Pipiens",43,5,8.6
"916",2022,34,"BE","Tarsalis",145,5,29
"917",2022,34,"LV","All",1788,37,48.32
"918",2022,34,"LV","Pipiens",589,37,15.92
"919",2022,34,"LV","Tarsalis",1199,37,32.41
"920",2022,34,"NE","All",2212,10,221.2
"921",2022,34,"NE","Pipiens",1480,10,148
"922",2022,34,"NE","Tarsalis",732,10,73.2
"923",2022,34,"NW","All",520,9,57.78
"924",2022,34,"NW","Pipiens",134,9,14.89
"925",2022,34,"NW","Tarsalis",386,9,42.89
"926",2022,34,"SE","All",870,14,62.14
"927",2022,34,"SE","Pipiens",407,14,29.07
"928",2022,34,"SE","Tarsalis",463,14,33.07
"929",2022,34,"SW","All",442,9,49.11
"930",2022,34,"SW","Pipiens",147,9,16.33
"931",2022,34,"SW","Tarsalis",295,9,32.78
"932",2022,35,"BC","All",33,3,11
"933",2022,35,"BC","Pipiens",23,3,7.67
"934",2022,35,"BC","Tarsalis",10,3,3.33
"935",2022,35,"BE","All",164,5,32.8
"936",2022,35,"BE","Pipiens",51,5,10.2
"937",2022,35,"BE","Tarsalis",113,5,22.6
"938",2022,35,"LV","All",764,34,22.47
"939",2022,35,"LV","Pipiens",353,34,10.38
"940",2022,35,"LV","Tarsalis",411,34,12.09
"941",2022,35,"NE","All",412,10,41.2
"942",2022,35,"NE","Pipiens",302,10,30.2
"943",2022,35,"NE","Tarsalis",110,10,11
"944",2022,35,"NW","All",150,9,16.67
"945",2022,35,"NW","Pipiens",56,9,6.22
"946",2022,35,"NW","Tarsalis",94,9,10.44
"947",2022,35,"SE","All",724,15,48.27
"948",2022,35,"SE","Pipiens",460,15,30.67
"949",2022,35,"SE","Tarsalis",264,15,17.6
"950",2022,35,"SW","All",182,9,20.22
"951",2022,35,"SW","Pipiens",81,9,9
"952",2022,35,"SW","Tarsalis",101,9,11.22
"953",2022,36,"BC","All",20,3,6.67
"954",2022,36,"BC","Pipiens",7,3,2.33
"955",2022,36,"BC","Tarsalis",13,3,4.33
"956",2022,36,"LV","All",222,6,37
"957",2022,36,"LV","Pipiens",127,6,21.17
"958",2022,36,"LV","Tarsalis",95,6,15.83
"959",2022,36,"NE","All",603,9,67
"960",2022,36,"NE","Pipiens",482,9,53.56
"961",2022,36,"NE","Tarsalis",121,9,13.44
"962",2022,36,"NW","All",58,8,7.25
"963",2022,36,"NW","Pipiens",33,8,4.12
"964",2022,36,"NW","Tarsalis",25,8,3.12
"965",2022,36,"SE","All",374,15,24.93
"966",2022,36,"SE","Pipiens",314,15,20.93
"967",2022,36,"SE","Tarsalis",60,15,4
"968",2022,36,"SW","All",30,6,5
"969",2022,36,"SW","Pipiens",10,6,1.67
"970",2022,36,"SW","Tarsalis",20,6,3.33
"971",2022,37,"BC","All",24,3,8
"972",2022,37,"BC","Pipiens",10,3,3.33
"973",2022,37,"BC","Tarsalis",14,3,4.67
"974",2022,37,"NE","All",1206,10,120.6
"975",2022,37,"NE","Pipiens",1157,10,115.7
"976",2022,37,"NE","Tarsalis",49,10,4.9
"977",2022,37,"NW","All",42,9,4.67
"978",2022,37,"NW","Pipiens",33,9,3.67
"979",2022,37,"NW","Tarsalis",9,9,1
"980",2022,37,"SE","All",434,15,28.93
"981",2022,37,"SE","Pipiens",395,15,26.33
"982",2022,37,"SE","Tarsalis",39,15,2.6
"983",2022,37,"SW","All",66,7,9.43
"984",2022,37,"SW","Pipiens",23,7,3.29
"985",2022,37,"SW","Tarsalis",43,7,6.14
"986",2023,23,"BE","All",64,5,12.8
"987",2023,23,"BE","Tarsalis",64,5,12.8
"988",2023,23,"LV","All",317,28,11.32
"989",2023,23,"LV","Pipiens",25,28,0.89
"990",2023,23,"LV","Tarsalis",292,28,10.43
"991",2023,23,"NE","All",10,4,2.5
"992",2023,23,"NE","Pipiens",3,4,0.75
"993",2023,23,"NE","Tarsalis",7,4,1.75
"994",2023,23,"NW","All",55,8,6.88
"995",2023,23,"NW","Pipiens",16,8,2
"996",2023,23,"NW","Tarsalis",39,8,4.88
"997",2023,23,"SE","All",85,15,5.67
"998",2023,23,"SE","Pipiens",12,15,0.8
"999",2023,23,"SE","Tarsalis",73,15,4.87
"1000",2023,23,"SW","All",64,7,9.14
"1001",2023,23,"SW","Pipiens",15,7,2.14
"1002",2023,23,"SW","Tarsalis",49,7,7
"1003",2023,24,"BE","All",58,5,11.6
"1004",2023,24,"BE","Pipiens",4,5,0.8
"1005",2023,24,"BE","Tarsalis",54,5,10.8
"1006",2023,24,"LV","All",431,35,12.31
"1007",2023,24,"LV","Pipiens",44,35,1.26
"1008",2023,24,"LV","Tarsalis",387,35,11.06
"1009",2023,24,"NE","All",27,6,4.5
"1010",2023,24,"NE","Pipiens",7,6,1.17
"1011",2023,24,"NE","Tarsalis",20,6,3.33
"1012",2023,24,"NW","All",39,7,5.57
"1013",2023,24,"NW","Pipiens",18,7,2.57
"1014",2023,24,"NW","Tarsalis",21,7,3
"1015",2023,24,"SE","All",135,13,10.38
"1016",2023,24,"SE","Pipiens",22,13,1.69
"1017",2023,24,"SE","Tarsalis",113,13,8.69
"1018",2023,24,"SW","All",59,7,8.43
"1019",2023,24,"SW","Pipiens",11,7,1.57
"1020",2023,24,"SW","Tarsalis",48,7,6.86
"1021",2023,25,"BC","All",120,5,24
"1022",2023,25,"BC","Tarsalis",120,5,24
"1023",2023,25,"BE","All",490,5,98
"1024",2023,25,"BE","Pipiens",7,5,1.4
"1025",2023,25,"BE","Tarsalis",483,5,96.6
"1026",2023,25,"LV","All",1536,34,45.18
"1027",2023,25,"LV","Pipiens",59,34,1.74
"1028",2023,25,"LV","Tarsalis",1477,34,43.44
"1029",2023,25,"NE","All",147,10,14.7
"1030",2023,25,"NE","Pipiens",21,10,2.1
"1031",2023,25,"NE","Tarsalis",126,10,12.6
"1032",2023,25,"NW","All",162,8,20.25
"1033",2023,25,"NW","Pipiens",39,8,4.88
"1034",2023,25,"NW","Tarsalis",123,8,15.38
"1035",2023,25,"SE","All",438,15,29.2
"1036",2023,25,"SE","Pipiens",19,15,1.27
"1037",2023,25,"SE","Tarsalis",419,15,27.93
"1038",2023,25,"SW","All",63,9,7
"1039",2023,25,"SW","Pipiens",20,9,2.22
"1040",2023,25,"SW","Tarsalis",43,9,4.78
"1041",2023,26,"BC","All",225,5,45
"1042",2023,26,"BC","Tarsalis",225,5,45
"1043",2023,26,"BE","All",4244,5,848.8
"1044",2023,26,"BE","Pipiens",20,5,4
"1045",2023,26,"BE","Tarsalis",4224,5,844.8
"1046",2023,26,"LV","All",8791,37,237.59
"1047",2023,26,"LV","Pipiens",159,37,4.3
"1048",2023,26,"LV","Tarsalis",8632,37,233.3
"1049",2023,26,"NE","All",1285,10,128.5
"1050",2023,26,"NE","Pipiens",100,10,10
"1051",2023,26,"NE","Tarsalis",1185,10,118.5
"1052",2023,26,"NW","All",1140,9,126.67
"1053",2023,26,"NW","Pipiens",30,9,3.33
"1054",2023,26,"NW","Tarsalis",1110,9,123.33
"1055",2023,26,"SE","All",3343,15,222.87
"1056",2023,26,"SE","Pipiens",80,15,5.33
"1057",2023,26,"SE","Tarsalis",3263,15,217.53
"1058",2023,26,"SW","All",869,8,108.62
"1059",2023,26,"SW","Pipiens",44,8,5.5
"1060",2023,26,"SW","Tarsalis",825,8,103.12
"1061",2023,27,"BC","All",343,5,68.6
"1062",2023,27,"BC","Tarsalis",343,5,68.6
"1063",2023,27,"BE","All",3562,5,712.4
"1064",2023,27,"BE","Pipiens",6,5,1.2
"1065",2023,27,"BE","Tarsalis",3556,5,711.2
"1066",2023,27,"LV","All",14539,29,501.34
"1067",2023,27,"LV","Pipiens",212,29,7.31
"1068",2023,27,"LV","Tarsalis",14327,29,494.03
"1069",2023,27,"NE","All",2043,10,204.3
"1070",2023,27,"NE","Pipiens",111,10,11.1
"1071",2023,27,"NE","Tarsalis",1932,10,193.2
"1072",2023,27,"NW","All",257,9,28.56
"1073",2023,27,"NW","Pipiens",66,9,7.33
"1074",2023,27,"NW","Tarsalis",191,9,21.22
"1075",2023,27,"SE","All",5419,15,361.27
"1076",2023,27,"SE","Pipiens",100,15,6.67
"1077",2023,27,"SE","Tarsalis",5319,15,354.6
"1078",2023,27,"SW","All",233,8,29.12
"1079",2023,27,"SW","Pipiens",26,8,3.25
"1080",2023,27,"SW","Tarsalis",207,8,25.88
"1081",2023,28,"BC","All",294,6,49
"1082",2023,28,"BC","Tarsalis",294,6,49
"1083",2023,28,"BE","All",5280,5,1056
"1084",2023,28,"BE","Pipiens",145,5,29
"1085",2023,28,"BE","Tarsalis",5135,5,1027
"1086",2023,28,"LV","All",7276,36,202.11
"1087",2023,28,"LV","Pipiens",317,36,8.81
"1088",2023,28,"LV","Tarsalis",6959,36,193.31
"1089",2023,28,"NE","All",1283,10,128.3
"1090",2023,28,"NE","Pipiens",222,10,22.2
"1091",2023,28,"NE","Tarsalis",1061,10,106.1
"1092",2023,28,"NW","All",1528,8,191
"1093",2023,28,"NW","Pipiens",115,8,14.38
"1094",2023,28,"NW","Tarsalis",1413,8,176.62
"1095",2023,28,"SE","All",6585,15,439
"1096",2023,28,"SE","Pipiens",298,15,19.87
"1097",2023,28,"SE","Tarsalis",6287,15,419.13
"1098",2023,28,"SW","All",2385,9,265
"1099",2023,28,"SW","Pipiens",59,9,6.56
"1100",2023,28,"SW","Tarsalis",2326,9,258.44
"1101",2023,29,"BC","All",294,5,58.8
"1102",2023,29,"BC","Pipiens",49,5,9.8
"1103",2023,29,"BC","Tarsalis",245,5,49
"1104",2023,29,"BE","All",4005,5,801
"1105",2023,29,"BE","Pipiens",31,5,6.2
"1106",2023,29,"BE","Tarsalis",3974,5,794.8
"1107",2023,29,"LV","All",26319,36,731.08
"1108",2023,29,"LV","Pipiens",596,36,16.56
"1109",2023,29,"LV","Tarsalis",25723,36,714.53
"1110",2023,29,"NE","All",4734,10,473.4
"1111",2023,29,"NE","Pipiens",265,10,26.5
"1112",2023,29,"NE","Tarsalis",4469,10,446.9
"1113",2023,29,"NW","All",2055,7,293.57
"1114",2023,29,"NW","Pipiens",118,7,16.86
"1115",2023,29,"NW","Tarsalis",1937,7,276.71
"1116",2023,29,"SE","All",6908,15,460.53
"1117",2023,29,"SE","Pipiens",134,15,8.93
"1118",2023,29,"SE","Tarsalis",6774,15,451.6
"1119",2023,29,"SW","All",2575,9,286.11
"1120",2023,29,"SW","Pipiens",177,9,19.67
