trap_id,year,week,zone,spp,total
LV-099,2019,30,LV,Tarsalis,1
LV-102,2019,30,LV,Pipiens,16
LV-102,2019,30,LV,Tarsalis,25
LV-105,2019,30,LV,Pipiens,5
LV-105,2019,30,LV,Tarsalis,88
LV-121,2019,30,LV,Tarsalis,10
LV-121,2019,30,LV,Pipiens,1
LV-122,2019,30,LV,Pipiens,2
LV-122,2019,30,LV,Tarsalis,31
LC-010,2019,29,Timnath,Tarsalis,100
LC-022,2019,29,Timnath,Pipiens,1
LC-022,2019,29,Timnath,Tarsalis,43
LC-048,2019,29,Timnath,Tarsalis,37
LC-050,2019,29,Timnath,Pipiens,17
LC-050,2019,29,Timnath,Tarsalis,89
LC-051,2019,29,Timnath,Pipiens,12
LC-051,2019,29,Timnath,Tarsalis,396
LC-052,2019,29,Timnath,Tarsalis,160
LC-001,2019,31,BE,Pipiens,32
LC-001,2019,31,BE,Tarsalis,222
LC-049,2019,31,BE,Tarsalis,31
LC-053,2019,31,BE,Tarsalis,57
LC-054,2019,31,BE,Pipiens,6
LC-054,2019,31,BE,Tarsalis,100
LC-055,2019,31,BE,Tarsalis,4
FC-006,2019,30,NE,Pipiens,31
FC-006,2019,30,NE,Tarsalis,128
FC-014,2019,30,NE,Tarsalis,110
FC-019,2019,30,NE,Tarsalis,43
FC-019,2019,30,NE,Pipiens,7
FC-034,2019,30,NE,Tarsalis,158
FC-034,2019,30,NE,Pipiens,7
FC-036,2019,30,NW,Tarsalis,218
FC-036,2019,30,NW,Pipiens,24
FC-038,2019,30,NE,Tarsalis,37
FC-038,2019,30,NE,Pipiens,2
FC-040,2019,30,NE,Tarsalis,79
FC-040,2019,30,NE,Pipiens,9
FC-040gr,2019,30,NE,Pipiens,27
FC-066,2019,30,NE,Tarsalis,87
FC-066,2019,30,NE,Pipiens,22
FC-067,2019,30,NE,Pipiens,27
FC-067,2019,30,NE,Tarsalis,450
FC-069,2019,30,NE,Pipiens,4
FC-069,2019,30,NE,Tarsalis,88
FC-072,2019,30,NE,Pipiens,16
FC-072,2019,30,NE,Tarsalis,124
FC-091gr,2019,30,NE,Pipiens,17
FC-092gr,2019,30,NE,Tarsalis,4
FC-092gr,2019,30,NE,Pipiens,13
FC-004,2019,30,SE,Pipiens,6
FC-004,2019,30,SE,Tarsalis,98
FC-023,2019,30,SE,Pipiens,10
FC-023,2019,30,SE,Tarsalis,102
FC-027,2019,30,SE,Pipiens,22
FC-027,2019,30,SE,Tarsalis,164
FC-031,2019,30,SE,Tarsalis,43
FC-039,2019,30,SE,Tarsalis,86
FC-046,2019,30,SE,Pipiens,8
FC-046,2019,30,SE,Tarsalis,38
FC-047,2019,30,SE,Tarsalis,33
FC-050,2019,30,SE,Pipiens,28
FC-050,2019,30,SE,Tarsalis,92
FC-053,2019,30,SE,Pipiens,7
FC-053,2019,30,SE,Tarsalis,358
FC-059,2019,30,SE,Tarsalis,15
FC-064,2019,30,SE,Tarsalis,73
FC-064,2019,30,SE,Pipiens,3
FC-074,2019,30,SE,Tarsalis,78
FC-075,2019,30,SE,Pipiens,32
FC-075,2019,30,SE,Tarsalis,250
FC-075gr,2019,30,SE,Pipiens,2
FC-088gr,2019,30,SE,Pipiens,64
FC-011,2019,31,NW,Tarsalis,41
FC-011,2019,31,NW,Pipiens,6
FC-015,2019,31,NW,Tarsalis,34
FC-015,2019,31,NW,Pipiens,22
FC-041,2019,31,NW,Tarsalis,115
FC-041,2019,31,NW,Pipiens,25
FC-049,2019,31,SW,Tarsalis,18
FC-049,2019,31,SW,Pipiens,4
FC-052,2019,31,NW,Tarsalis,23
FC-058,2019,31,SW,Tarsalis,35
FC-060,2019,31,NW,Pipiens,13
FC-060,2019,31,NW,Tarsalis,21
FC-061,2019,31,NW,Tarsalis,39
FC-063,2019,31,NW,Tarsalis,14
FC-063gr,2019,31,NW,Pipiens,7
FC-073,2019,31,NW,Pipiens,4
FC-073,2019,31,NW,Tarsalis,37
FC-090gr,2019,31,NW,Pipiens,17
FC-001,2019,31,SW,Tarsalis,8
FC-029,2019,31,SE,Pipiens,3
FC-029,2019,31,SE,Tarsalis,63
FC-029gr,2019,31,SE,Pipiens,58
FC-037,2019,31,SW,Tarsalis,50
FC-037,2019,31,SW,Pipiens,3
FC-054,2019,31,SE,Tarsalis,13
FC-057,2019,31,SW,Tarsalis,19
FC-062,2019,31,SW,Tarsalis,16
FC-068,2019,31,SW,Tarsalis,22
FC-089gr,2019,31,SW,Pipiens,34
FC-093,2019,31,SW,Tarsalis,46
LV-004,2019,30,LV,Pipiens,8
LV-004,2019,30,LV,Tarsalis,213
LV-066,2019,30,LV,Pipiens,4
LV-066,2019,30,LV,Tarsalis,184
LV-069,2019,30,LV,Tarsalis,128
LV-078,2019,30,LV,Pipiens,10
LV-078,2019,30,LV,Tarsalis,155
LV-079gr,2019,30,LV,Pipiens,3
LV-080,2019,30,LV,Tarsalis,47
LV-088,2019,30,LV,Pipiens,2
LV-088,2019,30,LV,Tarsalis,135
LV-093,2019,30,LV,Tarsalis,45
LV-095,2019,30,LV,Pipiens,6
LV-095,2019,30,LV,Tarsalis,470
LV-116,2019,30,LV,Tarsalis,15
LV-116,2019,30,LV,Pipiens,3
LV-117,2019,30,LV,Tarsalis,17
LV-117,2019,30,LV,Pipiens,3
LV-074,2019,30,LV,Pipiens,3
LV-074,2019,30,LV,Tarsalis,74
LV-074gr,2019,30,LV,Pipiens,13
LV-077,2019,30,LV,Pipiens,1
LV-077,2019,30,LV,Tarsalis,12
LV-100,2019,30,LV,Tarsalis,12
LV-100,2019,30,LV,Pipiens,9
LV-104,2019,30,LV,Tarsalis,67
LV-110,2019,30,LV,Tarsalis,11
LV-112,2019,30,LV,Tarsalis,16
LV-112,2019,30,LV,Pipiens,1
LV-113,2019,30,LV,Tarsalis,47
LV-113,2019,30,LV,Pipiens,6
LV-118,2019,30,LV,Pipiens,3
LV-118,2019,30,LV,Tarsalis,51
LV-124,2019,30,LV,Pipiens,1
LV-124,2019,30,LV,Tarsalis,39
LV-125,2019,30,LV,Pipiens,18
LV-125,2019,30,LV,Tarsalis,116
LV-019,2019,31,LV,Tarsalis,75
LV-019,2019,31,LV,Pipiens,14
LV-021,2019,31,LV,Tarsalis,57
LV-042,2019,31,LV,Pipiens,5
LV-042,2019,31,LV,Tarsalis,72
LV-067,2019,31,LV,Tarsalis,13
LV-067,2019,31,LV,Pipiens,2
LV-087,2019,31,LV,Tarsalis,60
LV-087,2019,31,LV,Pipiens,2
LV-114,2019,31,LV,Tarsalis,109
LV-114,2019,31,LV,Pipiens,7
LV-120,2019,31,LV,Tarsalis,36
LV-120,2019,31,LV,Pipiens,2
LV-010gr,2019,31,LV,Pipiens,23
LV-014,2019,31,LV,Tarsalis,8
LV-014,2019,31,LV,Pipiens,2
LV-020,2019,31,LV,Pipiens,2
LV-020,2019,31,LV,Tarsalis,47
LV-089,2019,31,LV,Tarsalis,20
LV-097,2019,31,LV,Tarsalis,32
LV-097,2019,31,LV,Pipiens,2
LV-098,2019,31,LV,Pipiens,11
LV-098,2019,31,LV,Tarsalis,60
LV-099,2019,31,LV,Tarsalis,1
LV-102,2019,31,LV,Tarsalis,31
LV-102,2019,31,LV,Pipiens,2
LV-105,2019,31,LV,Tarsalis,48
LV-121,2019,31,LV,Tarsalis,16
LV-122,2019,31,LV,Tarsalis,29
LV-122,2019,31,LV,Pipiens,2
LC-010,2019,30,Timnath,Pipiens,4
LC-010,2019,30,Timnath,Tarsalis,132
LC-022,2019,30,Timnath,Pipiens,1
LC-022,2019,30,Timnath,Tarsalis,62
LC-048,2019,30,Timnath,Tarsalis,156
LC-050,2019,30,Timnath,Pipiens,16
LC-050,2019,30,Timnath,Tarsalis,208
LC-051,2019,30,Timnath,Tarsalis,192
LC-051,2019,30,Timnath,Pipiens,12
LC-052,2019,30,Timnath,Pipiens,28
LC-052,2019,30,Timnath,Tarsalis,304
LC-001,2019,32,BE,Pipiens,24
LC-001,2019,32,BE,Tarsalis,193
LC-049,2019,32,BE,Tarsalis,31
LC-053,2019,32,BE,Tarsalis,83
LC-054,2019,32,BE,Tarsalis,61
LC-055,2019,32,BE,Tarsalis,35
FC-006,2019,31,NE,Tarsalis,60
FC-006,2019,31,NE,Pipiens,19
FC-014,2019,31,NE,Tarsalis,57
FC-014,2019,31,NE,Pipiens,5
FC-019,2019,31,NE,Pipiens,22
FC-019,2019,31,NE,Tarsalis,150
FC-034,2019,31,NE,Tarsalis,399
FC-036,2019,31,NW,Tarsalis,40
FC-038,2019,31,NE,Tarsalis,60
FC-040,2019,31,NE,Tarsalis,58
FC-040gr,2019,31,NE,Pipiens,12
FC-066,2019,31,NE,Pipiens,15
FC-066,2019,31,NE,Tarsalis,65
FC-066gr,2019,31,NE,Pipiens,32
FC-067,2019,31,NE,Tarsalis,83
FC-069,2019,31,NE,Tarsalis,10
FC-072,2019,31,NE,Tarsalis,50
FC-091gr,2019,31,NE,Pipiens,10
FC-092gr,2019,31,NE,Pipiens,26
FC-004,2019,31,SE,Pipiens,4
FC-004,2019,31,SE,Tarsalis,88
FC-023,2019,31,SE,Tarsalis,43
FC-027,2019,31,SE,Pipiens,50
FC-027,2019,31,SE,Tarsalis,50
FC-031,2019,31,SE,Pipiens,15
FC-031,2019,31,SE,Tarsalis,88
FC-039,2019,31,SE,Tarsalis,84
FC-039,2019,31,SE,Pipiens,3
FC-046,2019,31,SE,Tarsalis,26
FC-047,2019,31,SE,Tarsalis,62
FC-050,2019,31,SE,Pipiens,41
FC-050,2019,31,SE,Tarsalis,49
FC-053,2019,31,SE,Tarsalis,184
FC-053,2019,31,SE,Pipiens,5
FC-059,2019,31,SE,Tarsalis,28
FC-064,2019,31,SE,Tarsalis,68
FC-074,2019,31,SE,Tarsalis,224
FC-075,2019,31,SE,Tarsalis,68
FC-075,2019,31,SE,Pipiens,16
FC-075gr,2019,31,SE,Pipiens,41
FC-088gr,2019,31,SE,Pipiens,222
FC-011,2019,32,NW,Pipiens,27
FC-011,2019,32,NW,Tarsalis,33
FC-015,2019,32,NW,Pipiens,4
FC-015,2019,32,NW,Tarsalis,22
FC-041,2019,32,NW,Pipiens,10
FC-041,2019,32,NW,Tarsalis,63
FC-049,2019,32,SW,Tarsalis,17
FC-052,2019,32,NW,Tarsalis,22
FC-058,2019,32,SW,Pipiens,3
FC-058,2019,32,SW,Tarsalis,11
FC-060,2019,32,NW,Pipiens,12
FC-060,2019,32,NW,Tarsalis,30
FC-063gr,2019,32,NW,Tarsalis,80
FC-073,2019,32,NW,Tarsalis,53
FC-073,2019,32,NW,Pipiens,11
FC-090gr,2019,32,NW,Pipiens,54
FC-029,2019,32,SE,Tarsalis,28
FC-029gr,2019,32,SE,Pipiens,64
FC-037,2019,32,SW,Pipiens,16
FC-037,2019,32,SW,Tarsalis,131
FC-054,2019,32,SE,Tarsalis,11
FC-057,2019,32,SW,Tarsalis,10
FC-061,2019,32,NW,Tarsalis,81
FC-068,2019,32,SW,Tarsalis,18
FC-071,2019,32,SW,Tarsalis,16
FC-071,2019,32,SW,Pipiens,4
FC-089gr,2019,32,SW,Pipiens,46
FC-093,2019,32,SW,Tarsalis,34
LV-004,2019,31,LV,Tarsalis,193
LV-004,2019,31,LV,Pipiens,13
LV-066,2019,31,LV,Tarsalis,120
LV-069,2019,31,LV,Tarsalis,96
LV-079gr,2019,31,LV,Pipiens,9
LV-080,2019,31,LV,Pipiens,2
LV-080,2019,31,LV,Tarsalis,47
LV-088,2019,31,LV,Tarsalis,127
LV-088,2019,31,LV,Pipiens,6
LV-093,2019,31,LV,Tarsalis,129
LV-095,2019,31,LV,Tarsalis,174
LV-095,2019,31,LV,Pipiens,4
LV-116,2019,31,LV,Pipiens,12
LV-116,2019,31,LV,Tarsalis,76
LV-117,2019,31,LV,Pipiens,5
LV-117,2019,31,LV,Tarsalis,77
LV-074,2019,31,LV,Tarsalis,18
LV-074gr,2019,31,LV,Pipiens,6
LV-077,2019,31,LV,Tarsalis,6
LV-078,2019,31,LV,Pipiens,3
LV-078,2019,31,LV,Tarsalis,54
LV-089,2019,31,LV,Tarsalis,56
LV-100,2019,31,LV,Tarsalis,7
LV-104,2019,31,LV,Tarsalis,59
LV-110,2019,31,LV,Tarsalis,7
LV-112,2019,31,LV,Tarsalis,12
LV-113,2019,31,LV,Tarsalis,29
LV-118,2019,31,LV,Pipiens,2
LV-118,2019,31,LV,Tarsalis,27
LV-124,2019,31,LV,Pipiens,3
LV-124,2019,31,LV,Tarsalis,37
LV-125,2019,31,LV,Pipiens,37
LV-125,2019,31,LV,Tarsalis,43
LV-019,2019,32,LV,Pipiens,17
LV-019,2019,32,LV,Tarsalis,55
LV-020,2019,32,LV,Tarsalis,76
LV-021,2019,32,LV,Tarsalis,5
LV-042,2019,32,LV,Tarsalis,44
LV-087,2019,32,LV,Pipiens,6
LV-087,2019,32,LV,Tarsalis,92
LV-114,2019,32,LV,Tarsalis,30
LV-120,2019,32,LV,Tarsalis,88
LV-120,2019,32,LV,Pipiens,7
LV-010gr,2019,32,LV,Pipiens,9
LV-014,2019,32,LV,Tarsalis,2
LV-097,2019,32,LV,Tarsalis,39
LV-097,2019,32,LV,Pipiens,2
LV-098,2019,32,LV,Tarsalis,42
LV-099,2019,32,LV,Tarsalis,8
LV-102,2019,32,LV,Tarsalis,8
LV-105,2019,32,LV,Pipiens,2
LV-105,2019,32,LV,Tarsalis,39
LV-121,2019,32,LV,Tarsalis,41
LV-122,2019,32,LV,Tarsalis,41
LC-010,2019,31,Timnath,Tarsalis,32
LC-022,2019,31,Timnath,Tarsalis,48
LC-022,2019,31,Timnath,Pipiens,3
LC-048,2019,31,Timnath,Pipiens,12
LC-048,2019,31,Timnath,Tarsalis,136
LC-050,2019,31,Timnath,Pipiens,1
LC-050,2019,31,Timnath,Tarsalis,47
LC-051,2019,31,Timnath,Pipiens,8
LC-051,2019,31,Timnath,Tarsalis,71
LC-052,2019,31,Timnath,Pipiens,4
LC-052,2019,31,Timnath,Tarsalis,268
LC-001,2019,33,BE,Pipiens,22
LC-001,2019,33,BE,Tarsalis,93
LC-049,2019,33,BE,Tarsalis,65
LC-049,2019,33,BE,Pipiens,3
LC-053,2019,33,BE,Tarsalis,39
LC-054,2019,33,BE,Tarsalis,44
LC-055,2019,33,BE,Tarsalis,11
FC-006,2019,32,NE,Tarsalis,27
FC-014,2019,32,NE,Tarsalis,66
FC-014,2019,32,NE,Pipiens,31
FC-006,2019,32,NE,Pipiens,9
FC-019,2019,32,NE,Pipiens,12
FC-019,2019,32,NE,Tarsalis,41
FC-034,2019,32,NE,Pipiens,15
FC-034,2019,32,NE,Tarsalis,161
FC-036,2019,32,NW,Tarsalis,89
FC-036,2019,32,NW,Pipiens,4
FC-038,2019,32,NE,Pipiens,5
FC-038,2019,32,NE,Tarsalis,58
FC-040,2019,32,NE,Pipiens,16
FC-040,2019,32,NE,Tarsalis,61
FC-040gr,2019,32,NE,Pipiens,28
FC-066,2019,32,NE,Pipiens,19
FC-066,2019,32,NE,Tarsalis,60
FC-066gr,2019,32,NE,Pipiens,46
FC-067,2019,32,NE,Tarsalis,67
FC-069,2019,32,NE,Tarsalis,64
FC-069,2019,32,NE,Pipiens,3
FC-072,2019,32,NE,Tarsalis,19
FC-092gr,2019,32,NE,Pipiens,11
FC-092gr,2019,32,NE,Tarsalis,3
FC-004,2019,32,SE,Tarsalis,118
FC-004,2019,32,SE,Pipiens,7
FC-023,2019,32,SE,Pipiens,6
FC-023,2019,32,SE,Tarsalis,104
FC-027,2019,32,SE,Pipiens,25
FC-027,2019,32,SE,Tarsalis,103
FC-031,2019,32,SE,Pipiens,3
FC-031,2019,32,SE,Tarsalis,162
FC-039,2019,32,SE,Tarsalis,70
FC-047,2019,32,SE,Tarsalis,49
FC-050,2019,32,SE,Tarsalis,154
FC-050,2019,32,SE,Pipiens,69
FC-053,2019,32,SE,Tarsalis,375
FC-053,2019,32,SE,Pipiens,9
FC-059,2019,32,SE,Tarsalis,29
FC-059,2019,32,SE,Pipiens,4
FC-064,2019,32,SE,Tarsalis,81
FC-064,2019,32,SE,Pipiens,3
FC-074,2019,32,SE,Pipiens,11
FC-074,2019,32,SE,Tarsalis,169
FC-075,2019,32,SE,Tarsalis,48
FC-075gr,2019,32,SE,Pipiens,16
FC-088gr,2019,32,SE,Pipiens,49
FC-011,2019,33,NW,Tarsalis,18
FC-011,2019,33,NW,Pipiens,11
FC-015,2019,33,NW,Pipiens,27
FC-041,2019,33,NW,Tarsalis,38
FC-041,2019,33,NW,Pipiens,6
FC-046,2019,33,SE,Tarsalis,44
FC-046,2019,33,SE,Pipiens,8
FC-049,2019,33,SW,Tarsalis,11
FC-052,2019,33,NW,Tarsalis,6
FC-058,2019,33,SW,Tarsalis,5
FC-060,2019,33,NW,Pipiens,17
FC-060,2019,33,NW,Tarsalis,26
FC-061,2019,33,NW,Tarsalis,108
FC-061,2019,33,NW,Pipiens,9
FC-063,2019,33,NW,Pipiens,3
FC-063,2019,33,NW,Tarsalis,16
FC-063gr,2019,33,NW,Pipiens,26
FC-073,2019,33,NW,Tarsalis,41
FC-073,2019,33,NW,Pipiens,5
FC-090gr,2019,33,NW,Pipiens,33
FC-001,2019,33,SW,Tarsalis,15
FC-029,2019,33,SE,Tarsalis,22
FC-029gr,2019,33,SE,Pipiens,75
FC-037,2019,33,SW,Pipiens,2
FC-037,2019,33,SW,Tarsalis,147
FC-054,2019,33,SE,Tarsalis,18
FC-057,2019,33,SW,Tarsalis,39
FC-062,2019,33,SW,Tarsalis,10
FC-068,2019,33,SW,Tarsalis,22
FC-071,2019,33,SW,Tarsalis,14
FC-089gr,2019,33,SW,Pipiens,27
FC-093,2019,33,SW,Pipiens,4
FC-093,2019,33,SW,Tarsalis,34
LV-004,2019,32,LV,Tarsalis,4
LV-066,2019,32,LV,Pipiens,1
LV-066,2019,32,LV,Tarsalis,48
LV-069,2019,32,LV,Tarsalis,45
LV-069,2019,32,LV,Pipiens,7
LV-078,2019,32,LV,Pipiens,1
LV-078,2019,32,LV,Tarsalis,20
LV-079gr,2019,32,LV,Pipiens,8
LV-080,2019,32,LV,Tarsalis,19
LV-088,2019,32,LV,Tarsalis,26
LV-093,2019,32,LV,Tarsalis,27
LV-095,2019,32,LV,Tarsalis,97
LV-116,2019,32,LV,Tarsalis,55
LV-116,2019,32,LV,Pipiens,4
LV-117,2019,32,LV,Tarsalis,25
LV-074,2019,32,LV,Tarsalis,21
LV-074,2019,32,LV,Pipiens,13
LV-077,2019,32,LV,Pipiens,4
LV-077,2019,32,LV,Tarsalis,4
LV-089,2019,32,LV,Tarsalis,18
LV-100,2019,32,LV,Tarsalis,20
LV-100,2019,32,LV,Pipiens,4
LV-104,2019,32,LV,Tarsalis,24
LV-110,2019,32,LV,Tarsalis,19
LV-110,2019,32,LV,Pipiens,5
LV-112,2019,32,LV,Pipiens,8
LV-112,2019,32,LV,Tarsalis,14
LV-113,2019,32,LV,Pipiens,3
LV-113,2019,32,LV,Tarsalis,22
LV-118,2019,32,LV,Tarsalis,17
LV-118,2019,32,LV,Pipiens,4
LV-124,2019,32,LV,Pipiens,14
LV-124,2019,32,LV,Tarsalis,33
LV-125,2019,32,LV,Pipiens,132
LV-125,2019,32,LV,Tarsalis,224
LV-019,2019,33,LV,Tarsalis,54
LV-020,2019,33,LV,Tarsalis,15
LV-021,2019,33,LV,Tarsalis,17
LV-042,2019,33,LV,Tarsalis,19
LV-042,2019,33,LV,Pipiens,4
LV-067,2019,33,LV,Tarsalis,6
LV-087,2019,33,LV,Pipiens,4
LV-087,2019,33,LV,Tarsalis,14
LV-120,2019,33,LV,Tarsalis,12
LV-010gr,2019,33,LV,Pipiens,74
LV-014,2019,33,LV,Tarsalis,14
LV-097,2019,33,LV,Tarsalis,12
LV-097,2019,33,LV,Pipiens,4
LV-098,2019,33,LV,Tarsalis,66
LV-098,2019,33,LV,Pipiens,16
LV-102,2019,33,LV,Tarsalis,26
LV-102,2019,33,LV,Pipiens,6
LV-105,2019,33,LV,Tarsalis,51
LV-105,2019,33,LV,Pipiens,9
LV-114,2019,33,LV,Tarsalis,38
LV-121,2019,33,LV,Tarsalis,21
LV-121,2019,33,LV,Pipiens,4
LV-122,2019,33,LV,Pipiens,10
LV-122,2019,33,LV,Tarsalis,39
LC-010,2019,32,Timnath,Pipiens,1
LC-010,2019,32,Timnath,Tarsalis,46
LC-022,2019,32,Timnath,Tarsalis,36
LC-048,2019,32,Timnath,Tarsalis,72
LC-048,2019,32,Timnath,Pipiens,2
LC-050,2019,32,Timnath,Pipiens,2
LC-050,2019,32,Timnath,Tarsalis,51
LC-051,2019,32,Timnath,Pipiens,4
LC-051,2019,32,Timnath,Tarsalis,148
LC-052,2019,32,Timnath,Pipiens,8
LC-052,2019,32,Timnath,Tarsalis,100
LC-001,2019,34,BE,Pipiens,12
LC-001,2019,34,BE,Tarsalis,38
LC-054,2019,34,BE,Tarsalis,31
LC-055,2019,34,BE,Tarsalis,8
FC-006,2019,33,NE,Pipiens,8
FC-014,2019,33,NE,Tarsalis,22
FC-014,2019,33,NE,Pipiens,14
FC-019,2019,33,NE,Tarsalis,39
FC-019,2019,33,NE,Pipiens,8
FC-034,2019,33,NE,Tarsalis,81
FC-034,2019,33,NE,Pipiens,6
FC-036,2019,33,NW,Pipiens,8
FC-036,2019,33,NW,Tarsalis,27
FC-038,2019,33,NE,Pipiens,6
FC-038,2019,33,NE,Tarsalis,26
FC-040,2019,33,NE,Tarsalis,36
FC-040,2019,33,NE,Pipiens,13
FC-040gr,2019,33,NE,Pipiens,36
FC-066,2019,33,NE,Pipiens,65
FC-066,2019,33,NE,Tarsalis,13
FC-066gr,2019,33,NE,Pipiens,30
FC-067,2019,33,NE,Tarsalis,45
FC-069,2019,33,NE,Tarsalis,63
FC-069,2019,33,NE,Pipiens,12
FC-072,2019,33,NE,Tarsalis,36
FC-091gr,2019,33,NE,Pipiens,18
FC-092gr,2019,33,NE,Pipiens,18
FC-004,2019,33,SE,Tarsalis,49
FC-004,2019,33,SE,Pipiens,22
FC-023,2019,33,SE,Tarsalis,23
FC-027,2019,33,SE,Tarsalis,44
FC-027,2019,33,SE,Pipiens,38
FC-031,2019,33,SE,Tarsalis,17
FC-039,2019,33,SE,Tarsalis,1
FC-046,2019,33,SE,Tarsalis,11
FC-046,2019,33,SE,Pipiens,12
FC-047,2019,33,SE,Tarsalis,13
FC-050,2019,33,SE,Pipiens,29
FC-050,2019,33,SE,Tarsalis,44
FC-053,2019,33,SE,Pipiens,2
FC-053,2019,33,SE,Tarsalis,72
FC-059,2019,33,SE,Tarsalis,15
FC-064,2019,33,SE,Tarsalis,33
FC-074,2019,33,SE,Pipiens,3
FC-074,2019,33,SE,Tarsalis,37
FC-075,2019,33,SE,Tarsalis,7
FC-075,2019,33,SE,Pipiens,1
FC-075gr,2019,33,SE,Pipiens,90
FC-088gr,2019,33,SE,Pipiens,206
FC-011,2019,34,NW,Pipiens,7
FC-011,2019,34,NW,Tarsalis,3
FC-015,2019,34,NW,Tarsalis,21
FC-015,2019,34,NW,Pipiens,4
FC-041,2019,34,NW,Pipiens,24
FC-041,2019,34,NW,Tarsalis,50
FC-049,2019,34,SW,Tarsalis,13
FC-052,2019,34,NW,Tarsalis,10
FC-058,2019,34,SW,Tarsalis,18
FC-060,2019,34,NW,Tarsalis,15
FC-060,2019,34,NW,Pipiens,11
FC-061,2019,34,NW,Tarsalis,61
FC-061,2019,34,NW,Pipiens,7
FC-063,2019,34,NW,Tarsalis,6
FC-063gr,2019,34,NW,Pipiens,82
FC-073,2019,34,NW,Pipiens,3
FC-073,2019,34,NW,Tarsalis,19
FC-090gr,2019,34,NW,Pipiens,47
FC-001,2019,34,SW,Tarsalis,3
FC-029,2019,34,SE,Tarsalis,50
FC-029,2019,34,SE,Pipiens,4
FC-029gr,2019,34,SE,Pipiens,61
FC-037,2019,34,SW,Tarsalis,36
FC-054,2019,34,SE,Tarsalis,10
FC-057,2019,34,SW,Tarsalis,9
FC-062,2019,34,SW,Tarsalis,21
FC-068,2019,34,SW,Tarsalis,19
FC-071,2019,34,SW,Tarsalis,4
FC-089gr,2019,34,SW,Pipiens,57
FC-093,2019,34,SW,Tarsalis,8
LV-004,2019,33,LV,Tarsalis,5
LV-004,2019,33,LV,Pipiens,2
LV-066,2019,33,LV,Tarsalis,53
LV-066,2019,33,LV,Pipiens,36
LV-069,2019,33,LV,Pipiens,2
LV-069,2019,33,LV,Tarsalis,36
LV-078,2019,33,LV,Pipiens,7
LV-078,2019,33,LV,Tarsalis,18
LV-079gr,2019,33,LV,Pipiens,15
LV-080,2019,33,LV,Tarsalis,17
LV-080,2019,33,LV,Pipiens,6
LV-088,2019,33,LV,Pipiens,8
LV-088,2019,33,LV,Tarsalis,84
LV-093,2019,33,LV,Pipiens,2
LV-093,2019,33,LV,Tarsalis,20
LV-095,2019,33,LV,Pipiens,13
LV-095,2019,33,LV,Tarsalis,43
LV-116,2019,33,LV,Tarsalis,5
LV-116,2019,33,LV,Pipiens,11
LV-117,2019,33,LV,Pipiens,9
LV-117,2019,33,LV,Tarsalis,8
LV-074,2019,33,LV,Pipiens,32
LV-074,2019,33,LV,Tarsalis,57
LV-074gr,2019,33,LV,Pipiens,6
LV-074gr,2019,33,LV,Tarsalis,2
LV-077,2019,33,LV,Tarsalis,11
LV-089,2019,33,LV,Tarsalis,21
LV-089,2019,33,LV,Pipiens,4
LV-100,2019,33,LV,Pipiens,3
LV-100,2019,33,LV,Tarsalis,28
LV-104,2019,33,LV,Pipiens,7
LV-104,2019,33,LV,Tarsalis,94
LV-110,2019,33,LV,Tarsalis,12
LV-112,2019,33,LV,Pipiens,6
LV-112,2019,33,LV,Tarsalis,18
LV-113,2019,33,LV,Pipiens,2
LV-113,2019,33,LV,Tarsalis,20
LV-118,2019,33,LV,Pipiens,36
LV-118,2019,33,LV,Tarsalis,76
LV-124,2019,33,LV,Pipiens,8
LV-124,2019,33,LV,Tarsalis,40
LV-125,2019,33,LV,Tarsalis,100
LV-125,2019,33,LV,Pipiens,304
LV-019,2019,34,LV,Tarsalis,4
LV-019,2019,34,LV,Pipiens,3
LV-020,2019,34,LV,Pipiens,19
LV-020,2019,34,LV,Tarsalis,43
LV-021,2019,34,LV,Pipiens,1
LV-021,2019,34,LV,Tarsalis,9
LV-042,2019,34,LV,Pipiens,4
LV-067,2019,34,LV,Tarsalis,13
LV-067,2019,34,LV,Pipiens,3
LV-087,2019,34,LV,Tarsalis,22
LV-087,2019,34,LV,Pipiens,7
LV-114,2019,34,LV,Tarsalis,26
LV-114,2019,34,LV,Pipiens,10
LV-120,2019,34,LV,Tarsalis,12
LV-120,2019,34,LV,Pipiens,4
LV-010gr,2019,34,LV,Pipiens,31
LV-014,2019,34,LV,Tarsalis,6
LV-014,2019,34,LV,Pipiens,1
LV-097,2019,34,LV,Tarsalis,18
LV-098,2019,34,LV,Tarsalis,10
LV-098,2019,34,LV,Pipiens,2
LV-099,2019,34,LV,Tarsalis,7
LV-099,2019,34,LV,Pipiens,1
LV-102,2019,34,LV,Tarsalis,16
LV-102,2019,34,LV,Pipiens,2
LV-105,2019,34,LV,Pipiens,1
LV-105,2019,34,LV,Tarsalis,37
LV-121,2019,34,LV,Tarsalis,7
LV-122,2019,34,LV,Tarsalis,4
LC-010,2019,33,Timnath,Tarsalis,19
LC-022,2019,33,Timnath,Tarsalis,16
LC-048,2019,33,Timnath,Tarsalis,29
LC-050,2019,33,Timnath,Pipiens,2
LC-050,2019,33,Timnath,Tarsalis,80
LC-051,2019,33,Timnath,Tarsalis,28
LC-051,2019,33,Timnath,Pipiens,4
LC-052,2019,33,Timnath,Tarsalis,16
LC-001,2019,35,BE,Tarsalis,33
