"year","week","zone","spp","pools_G","pools_L","n_pools","pos_pools_G","pos_pools_L","n_pos_pools","mosq","mosq_L","trap_L_func","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"2024","33","FC","Tarsalis",2,41,43,0,0,0,604,601,43,13.98,0,0,0.0059,0,0,0.0825
"2024","33","FC","All",17,76,93,2,1,3,1284,812,43,18.89,0.00116993118051879,0.000312334568554791,0.00756484912652197,0.0221,0.0059,0.1429
"2024","33","LV","Pipiens",0,5,5,0,0,0,31,31,6,5.17,0,0,0.0781,0,0,0.4038
"2024","33","LV","Tarsalis",0,9,9,0,0,0,249,249,6,41.5,0,0,0.0118,0,0,0.4897
"2024","33","LV","All",0,14,14,0,0,0,280,280,6,46.67,0,0,0.0191450610670666,0,0,0.8935
"2024","33","BE","Pipiens",0,9,9,0,0,0,97,97,10,9.7,0,0,0.0285,0,0,0.2764
"2024","33","BE","Tarsalis",0,15,15,0,2,2,376,376,10,37.6,0.0055,0.001,0.0184,0.2068,0.0376,0.6918
"2024","33","BE","All",0,24,24,0,2,2,473,473,10,47.3,0.00437209302325581,0.00079492600422833,0.0204693446088795,0.2068,0.0376,0.9682
"2024","33","BC","Tarsalis",0,5,5,0,1,1,136,136,5,27.2,0.0079,5e-04,0.0441,0.2149,0.0136,1.1995
"2024","33","BC","All",0,5,5,0,1,1,136,136,5,27.2,0.00790073529411765,5e-04,0.0440992647058824,0.2149,0.0136,1.1995
"2024","34","NW","Pipiens",3,9,12,0,0,0,163,49,9,5.44,0,0,0.0174,0,0,0.0947
"2024","34","NW","Tarsalis",1,8,9,0,0,0,50,49,9,5.44,0,0,0.0568,0,0,0.309
"2024","34","NW","All",4,17,21,0,0,0,213,98,9,10.88,0,0,0.0371047794117647,0,0,0.4037
"2024","34","NE","Pipiens",10,7,17,4,1,5,434,73,10,7.3,0.0144,0.0055,0.033,0.1051,0.0402,0.2409
"2024","34","NE","Tarsalis",1,10,11,0,2,2,161,160,10,16,0.0131,0.0025,0.0433,0.2096,0.04,0.6928
"2024","34","NE","All",11,17,28,4,3,7,595,233,10,23.3,0.0135064377682403,0.00344206008583691,0.0400729613733906,0.3147,0.0802,0.9337
"2024","34","SE","Pipiens",6,12,18,2,1,3,329,122,14,8.71,0.0099,0.0027,0.0271,0.0862,0.0235,0.236
"2024","34","SE","Tarsalis",0,14,14,0,0,0,163,163,14,11.64,0,0,0.0191,0,0,0.2223
"2024","34","SE","All",6,26,32,2,1,3,492,285,14,20.35,0.00423587223587224,0.00115479115479115,0.0225208845208845,0.0862,0.0235,0.4583
"2024","34","SW","Pipiens",1,5,6,1,0,1,35,12,9,1.33,0.0342,0.0019,0.2224,0.0455,0.0025,0.2958
"2024","34","SW","Tarsalis",0,7,7,0,0,0,39,39,9,4.33,0,0,0.0659,0,0,0.2853
"2024","34","SW","All",1,12,13,1,0,1,74,51,9,5.66,0.00803886925795053,0.000441696113074205,0.102667844522968,0.0455,0.0025,0.5811
"2024","34","FC","Pipiens",20,33,53,7,2,9,961,256,42,6.1,0.011,0.0054,0.0202,0.0671,0.0329,0.1232
"2024","34","FC","Tarsalis",2,39,41,0,2,2,413,411,42,9.79,0.005,9e-04,0.0163,0.0489,0.0088,0.1596
"2024","34","FC","All",22,72,94,7,4,11,1374,667,42,15.89,0.00730018879798616,0.00262429200755192,0.0177973568281938,0.116,0.0417,0.2828
"2024","34","LV","Pipiens",0,3,3,0,0,0,62,62,6,10.33,0,0,0.0365,0,0,0.377
"2024","34","LV","Tarsalis",0,10,10,0,2,2,293,293,6,48.83,0.0076,0.0014,0.0266,0.3711,0.0684,1.2989
"2024","34","LV","All",0,13,13,0,2,2,355,355,6,59.16,0.00627281947261663,0.00115618661257606,0.0283282623394185,0.3711,0.0684,1.6759
"2024","34","BE","Pipiens",0,12,12,0,1,1,144,144,10,14.4,0.0073,4e-04,0.0394,0.1051,0.0058,0.5674
"2024","34","BE","Tarsalis",0,15,15,0,1,1,215,215,10,21.5,0.0049,3e-04,0.0251,0.1054,0.0064,0.5396
"2024","34","BE","All",0,27,27,0,2,2,359,359,10,35.9,0.00586350974930362,0.00033983286908078,0.0308356545961003,0.2105,0.0122,1.107
"2024","34","BC","Tarsalis",0,5,5,0,1,1,53,53,5,10.6,0.0188,0.0011,0.0922,0.1993,0.0117,0.9773
"2024","34","BC","All",0,5,5,0,1,1,53,53,5,10.6,0.0188018867924528,0.00110377358490566,0.0921981132075472,0.1993,0.0117,0.9773
"2024","35","NW","Pipiens",2,7,9,0,0,0,126,49,9,5.44,0,0,0.0221,0,0,0.1202
"2024","35","NW","Tarsalis",1,8,9,0,0,0,29,28,9,3.11,0,0,0.0979,0,0,0.3045
"2024","35","NW","All",3,15,18,0,0,0,155,77,9,8.55,0,0,0.049672514619883,0,0,0.4247
"2024","35","NE","Pipiens",5,8,13,1,1,2,195,70,10,7,0.0106,0.002,0.0343,0.0742,0.014,0.2401
"2024","35","NE","Tarsalis",0,9,9,0,2,2,40,40,10,4,0.0504,0.0097,0.1546,0.2016,0.0388,0.6184
"2024","35","NE","All",5,17,22,1,3,4,235,110,10,11,0.0250727272727273,0.0048,0.0780454545454545,0.2758,0.0528,0.8585
"2024","35","SE","Pipiens",5,12,17,0,0,0,274,113,15,7.53,0,0,0.0118,0,0,0.0889
"2024","35","SE","Tarsalis",0,14,14,0,0,0,163,163,15,10.87,0,0,0.0194,0,0,0.2109
"2024","35","SE","All",5,26,31,0,0,0,437,276,15,18.4,0,0,0.0162934782608696,0,0,0.2998
"2024","35","SW","Pipiens",1,8,9,0,0,0,75,45,9,5,0,0,0.0362,0,0,0.181
"2024","35","SW","Tarsalis",0,9,9,0,0,0,45,45,9,5,0,0,0.0594,0,0,0.297
"2024","35","SW","All",1,17,18,0,0,0,120,90,9,10,0,0,0.0478,0,0,0.478
"2024","35","FC","Pipiens",13,35,48,1,1,2,670,277,43,6.44,0.003,5e-04,0.0098,0.0193,0.0032,0.0631
"2024","35","FC","Tarsalis",1,40,41,0,2,2,277,276,43,6.42,0.0071,0.0013,0.0228,0.0456,0.0083,0.1464
"2024","35","FC","All",14,75,89,1,3,4,947,553,43,12.86,0.00504665629860031,0.000894245723172628,0.0162908242612753,0.0649,0.0115,0.2095
"2024","35","LV","Pipiens",0,6,6,0,0,0,52,52,6,8.67,0,0,0.0428,0,0,0.3711
"2024","35","LV","Tarsalis",0,5,5,0,0,0,81,81,6,13.5,0,0,0.0284,0,0,0.3834
"2024","35","LV","All",0,11,11,0,0,0,133,133,6,22.17,0,0,0.0340324763193505,0,0,0.7545
"2024","35","BE","Pipiens",0,9,9,0,0,0,52,52,10,5.2,0,0,0.0536,0,0,0.2787
"2024","35","BE","Tarsalis",0,8,8,0,0,0,63,63,10,6.3,0,0,0.0419,0,0,0.264
"2024","35","BE","All",0,17,17,0,0,0,115,115,10,11.5,0,0,0.0471913043478261,0,0,0.5427
"2024","35","BC","Pipiens",0,2,2,0,0,0,15,15,3,5,0,0,0.1292,0,0,0.646
"2024","35","BC","Tarsalis",0,3,3,0,0,0,20,20,3,6.67,0,0,0.1153,0,0,0.7691
"2024","35","BC","All",0,5,5,0,0,0,35,35,3,11.67,0,0,0.121259640102828,0,0,1.4151
"2024","36","NW","Pipiens",4,8,12,3,0,3,193,27,9,3,0.0206,0.0057,0.062,0.0618,0.0171,0.186
"2024","36","NW","Tarsalis",1,4,5,0,0,0,8,7,9,0.78,0,0,0.2749,0,0,0.2144
"2024","36","NW","All",5,12,17,3,0,3,201,34,9,3.78,0.0163492063492063,0.00452380952380952,0.105925925925926,0.0618,0.0171,0.4004
"2024","36","NE","Pipiens",5,7,12,3,0,3,300,134,10,13.4,0.0115,0.0031,0.0322,0.1541,0.0415,0.4315
"2024","36","NE","Tarsalis",0,9,9,0,0,0,43,43,10,4.3,0,0,0.0673,0,0,0.2894
"2024","36","NE","All",5,16,21,3,0,3,343,177,10,17.7,0.00870621468926554,0.00234463276836158,0.040728813559322,0.1541,0.0415,0.7209
"2024","36","SE","Pipiens",3,13,16,1,1,2,120,81,15,5.4,0.0175,0.0032,0.0573,0.0945,0.0173,0.3094
"2024","36","SE","Tarsalis",0,11,11,0,0,0,55,55,15,3.67,0,0,0.0528,0,0,0.1938
"2024","36","SE","All",3,24,27,1,1,2,175,136,15,9.07,0.0104189636163175,0.00190738699007718,0.0554796030871003,0.0945,0.0173,0.5032
"2024","36","SW","Pipiens",1,7,8,0,0,0,24,13,9,1.44,0,0,0.1054,0,0,0.1518
"2024","36","SW","Tarsalis",0,4,4,0,0,0,6,6,9,0.67,0,0,0.3542,0,0,0.2373
"2024","36","SW","All",1,11,12,0,0,0,30,19,9,2.11,0,0,0.184407582938389,0,0,0.3891
"2024","36","FC","Pipiens",13,35,48,7,1,8,637,255,43,5.93,0.0154,0.0072,0.0297,0.0913,0.0427,0.1761
"2024","36","FC","Tarsalis",1,28,29,0,0,0,112,111,43,2.58,0,0,0.0301,0,0,0.0777
"2024","36","FC","All",14,63,77,7,1,8,749,366,43,8.51,0.0107285546415981,0.00501762632197415,0.0298237367802585,0.0913,0.0427,0.2538
"2024","36","BC","Pipiens",0,1,1,0,0,0,12,12,4,3,0,0,0.1232,0,0,0.3696
"2024","36","BC","Tarsalis",0,4,4,0,0,0,24,24,4,6,0,0,0.1058,0,0,0.6348
"2024","36","BC","All",0,5,5,0,0,0,36,36,4,9,0,0,0.1116,0,0,1.0044
"2024","37","NW","Pipiens",2,9,11,1,0,1,78,34,9,3.78,0.0145,8e-04,0.0804,0.0548,0.003,0.3039
"2024","37","NW","Tarsalis",0,3,3,0,0,0,4,4,9,0.44,0,0,0.4507,0,0,0.1983
"2024","37","NW","All",2,12,14,1,0,1,82,38,9,4.22,0.0129857819905213,0.000710900473933649,0.119004739336493,0.0548,0.003,0.5022
"2024","37","NE","Pipiens",4,9,13,1,0,1,157,111,10,11.1,0.0059,4e-04,0.0277,0.0655,0.0044,0.3075
"2024","37","NE","Tarsalis",0,8,8,0,0,0,25,25,10,2.5,0,0,0.1122,0,0,0.2805
"2024","37","NE","All",4,17,21,1,0,1,182,136,10,13.6,0.00481617647058824,0.000323529411764706,0.0432352941176471,0.0655,0.0044,0.588
"2024","37","SE","Pipiens",3,9,12,0,0,0,102,39,15,2.6,0,0,0.026,0,0,0.0676
"2024","37","SE","Tarsalis",0,11,11,0,0,0,31,31,15,2.07,0,0,0.0984,0,0,0.2037
"2024","37","SE","All",3,20,23,0,0,0,133,70,15,4.67,0,0,0.0580942184154176,0,0,0.2713
"2024","37","SW","Pipiens",1,3,4,0,0,0,19,9,9,1,0,0,0.1199,0,0,0.1199
"2024","37","SW","Tarsalis",0,5,5,0,0,0,7,7,9,0.78,0,0,0.3277,0,0,0.2556
"2024","37","SW","All",1,8,9,0,0,0,26,16,9,1.78,0,0,0.210955056179775,0,0,0.3755
"2024","37","FC","Pipiens",10,30,40,2,0,2,356,193,43,4.49,0.0057,0.001,0.0186,0.0256,0.0045,0.0835
"2024","37","FC","Tarsalis",0,27,27,0,0,0,67,67,43,1.56,0,0,0.0511,0,0,0.0797
"2024","37","FC","All",10,57,67,2,0,2,423,260,43,6.05,0.00423140495867769,0.000743801652892562,0.0269752066115702,0.0256,0.0045,0.1632
"2024","37","BC","Pipiens",0,3,3,0,0,0,19,19,3,6.33,0,0,0.1195,0,0,0.7564
"2024","37","BC","Tarsalis",0,2,2,0,0,0,5,5,3,1.67,0,0,0.3454,0,0,0.5768
"2024","37","BC","All",0,5,5,0,0,0,24,24,3,8,0,0,0.16665,0,0,1.3332
