"","csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","cq","copies_WNV","seq","zone","status"
"219","CSU22528","LC-049",2024,31,"2024-07-31","LC","L","Tarsalis",17,0,TRUE,FALSE,NA,"BE","old + new"
"220","CSU00000","LC-049",2024,31,"2024-07-31","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"221","CSU22523","LC-053",2024,31,"2024-07-31","LC","L","Tarsalis",42,0,TRUE,FALSE,NA,"BE","old + new"
"222","CSU00000","LC-053",2024,31,"2024-07-31","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"223","CSU22520","LC-054",2024,31,"2024-07-31","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"224","CSU22521","LC-054",2024,31,"2024-07-31","LC","L","Tarsalis",6,0,TRUE,FALSE,NA,"BE","old + new"
"225","CSU22522","LC-054",2024,31,"2024-07-31","LC","L","Pipiens",3,0,TRUE,FALSE,NA,"BE","old + new"
"226","CSU22524","WC-055",2024,31,"2024-07-31","LC","L","Tarsalis",11,0,TRUE,FALSE,NA,"BE","old + new"
"227","CSU00000","WC-055",2024,31,"2024-07-31","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"228","CDC151","BE-001",2024,32,"2024-08-07","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"229","CDC152","BE-001",2024,32,"2024-08-07","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"230","CDC156","BE-001",2024,32,"2024-08-07","LC","L","Tarsalis",39,0,TRUE,TRUE,NA,"BE","old + new"
"231","CDC159","BE-001",2024,32,"2024-08-07","LC","L","Tarsalis",11,0,TRUE,FALSE,NA,"BE","old + new"
"232","CDC160","BE-001",2024,32,"2024-08-07","LC","L","Pipiens",11,0,TRUE,FALSE,NA,"BE","old + new"
"233","CDC161","BE-001",2024,32,"2024-08-07","LC","L","Pipiens",3,0,TRUE,FALSE,NA,"BE","old + new"
"234","CDC158","BE-002",2024,32,"2024-08-07","LC","L","Tarsalis",7,0,TRUE,FALSE,NA,"BE","old + new"
"235","CSU00000","BE-002",2024,32,"2024-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"236","CDC162","BE-003",2024,32,"2024-08-07","LC","L","Tarsalis",16,0,TRUE,FALSE,NA,"BE","old + new"
"237","CDC163","BE-003",2024,32,"2024-08-07","LC","L","Tarsalis",4,0,TRUE,TRUE,NA,"BE","old + new"
"238","CSU00000","BE-003",2024,32,"2024-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"239","CDC166","BE-004",2024,32,"2024-08-07","LC","L","Tarsalis",7,0,TRUE,FALSE,NA,"BE","old + new"
"240","CDC167","BE-004",2024,32,"2024-08-07","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"241","CDC168","BE-004",2024,32,"2024-08-07","LC","L","Tarsalis",50,1,TRUE,TRUE,NA,"BE","old + new"
"242","CDC169","BE-004",2024,32,"2024-08-07","LC","L","Tarsalis",6,0,TRUE,FALSE,NA,"BE","old + new"
"243","CDC164","BE-004",2024,32,"2024-08-07","LC","L","Pipiens",2,0,TRUE,FALSE,NA,"BE","old + new"
"244","CDC165","BE-004",2024,32,"2024-08-07","LC","L","Pipiens",43,1,TRUE,TRUE,NA,"BE","old + new"
"245","CDC154","BE-005",2024,32,"2024-08-07","LC","L","Tarsalis",6,0,TRUE,FALSE,NA,"BE","old + new"
"246","CDC155","BE-005",2024,32,"2024-08-07","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"247","CDC157","BE-005",2024,32,"2024-08-07","LC","L","Tarsalis",9,0,TRUE,FALSE,NA,"BE","old + new"
"248","CDC153","BE-005",2024,32,"2024-08-07","LC","L","Pipiens",2,0,TRUE,FALSE,NA,"BE","old + new"
"249","CSU22648","LC-001",2024,32,"2024-08-07","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"250","CSU22649","LC-001",2024,32,"2024-08-07","LC","L","Tarsalis",5,0,TRUE,TRUE,NA,"BE","old + new"
"251","CSU22650","LC-001",2024,32,"2024-08-07","LC","L","Pipiens",20,0,TRUE,FALSE,NA,"BE","old + new"
"252","CSU22651","LC-049",2024,32,"2024-08-07","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"253","CSU22652","LC-049",2024,32,"2024-08-07","LC","L","Tarsalis",11,0,TRUE,TRUE,NA,"BE","old + new"
"254","CSU00000","LC-049",2024,32,"2024-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"255","CSU22644","LC-053",2024,32,"2024-08-07","LC","L","Tarsalis",46,0,TRUE,FALSE,NA,"BE","old + new"
"256","CSU00000","LC-053",2024,32,"2024-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"257","CSU22645","LC-054",2024,32,"2024-08-07","LC","L","Tarsalis",39,0,TRUE,FALSE,NA,"BE","old + new"
"258","CSU22646","LC-054",2024,32,"2024-08-07","LC","L","Pipiens",7,0,TRUE,FALSE,NA,"BE","old + new"
"259","CSU22647","WC-055",2024,32,"2024-08-07","LC","L","Tarsalis",4,0,TRUE,TRUE,NA,"BE","old + new"
"260","CSU00000","WC-055",2024,32,"2024-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"261","CDC174","BE-001",2024,33,"2024-08-14","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"262","CDC175","BE-001",2024,33,"2024-08-14","LC","L","Tarsalis",34,0,TRUE,FALSE,NA,"BE","old + new"
"263","CDC176","BE-001",2024,33,"2024-08-14","LC","L","Tarsalis",6,0,TRUE,TRUE,NA,"BE","old + new"
"264","CDC177","BE-001",2024,33,"2024-08-14","LC","L","Pipiens",4,0,TRUE,TRUE,NA,"BE","old + new"
"265","CDC172","BE-002",2024,33,"2024-08-14","LC","L","Tarsalis",23,1,TRUE,TRUE,NA,"BE","old + new"
"266","CDC173","BE-002",2024,33,"2024-08-14","LC","L","Tarsalis",30,0,TRUE,FALSE,NA,"BE","old + new"
"267","CSU00000","BE-002",2024,33,"2024-08-14","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"268","CDC170","BE-003",2024,33,"2024-08-14","LC","L","Tarsalis",4,0,TRUE,TRUE,NA,"BE","old + new"
"269","CDC171","BE-003",2024,33,"2024-08-14","LC","L","Pipiens",4,0,TRUE,TRUE,NA,"BE","old + new"
"270","CDC180","BE-004",2024,33,"2024-08-14","LC","L","Tarsalis",11,0,TRUE,TRUE,NA,"BE","old + new"
"271","CDC181","BE-004",2024,33,"2024-08-14","LC","L","Tarsalis",33,0,TRUE,FALSE,NA,"BE","old + new"
"272","CDC182","BE-004",2024,33,"2024-08-14","LC","L","Pipiens",37,0,TRUE,FALSE,NA,"BE","old + new"
"273","CDC183","BE-004",2024,33,"2024-08-14","LC","L","Pipiens",13,0,TRUE,FALSE,NA,"BE","old + new"
"274","CDC178","BE-005",2024,33,"2024-08-14","LC","L","Tarsalis",4,0,TRUE,TRUE,NA,"BE","old + new"
"275","CDC179","BE-005",2024,33,"2024-08-14","LC","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"276","CSU22761","LC-001",2024,33,"2024-08-14","LC","L","Tarsalis",42,1,TRUE,TRUE,NA,"BE","old + new"
"277","CSU22762","LC-001",2024,33,"2024-08-14","LC","L","Pipiens",19,0,TRUE,FALSE,NA,"BE","old + new"
"278","CSU22755","LC-049",2024,33,"2024-08-14","LC","L","Tarsalis",29,0,TRUE,FALSE,NA,"BE","old + new"
"279","CSU22756","LC-049",2024,33,"2024-08-14","LC","L","Pipiens",5,0,TRUE,FALSE,NA,"BE","old + new"
"280","CSU22758","LC-053",2024,33,"2024-08-14","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"281","CSU22759","LC-053",2024,33,"2024-08-14","LC","L","Tarsalis",6,0,TRUE,TRUE,NA,"BE","old + new"
"282","CSU22760","LC-053",2024,33,"2024-08-14","LC","L","Pipiens",2,0,TRUE,FALSE,NA,"BE","old + new"
"283","CSU22750","LC-054",2024,33,"2024-08-14","LC","L","Tarsalis",46,0,TRUE,FALSE,NA,"BE","old + new"
"284","CSU22751","LC-054",2024,33,"2024-08-14","LC","L","Pipiens",12,0,TRUE,FALSE,NA,"BE","old + new"
"285","CSU22757","WC-055",2024,33,"2024-08-14","LC","L","Tarsalis",8,0,TRUE,FALSE,NA,"BE","old + new"
"286","CSU00000","WC-055",2024,33,"2024-08-14","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"287","CDC199","BE-001",2024,34,"2024-08-21","Larimer","L","Tarsalis",4,0,TRUE,FALSE,NA,"BE","old + new"
"288","CDC200","BE-001",2024,34,"2024-08-21","Larimer","L","Tarsalis",22,0,TRUE,FALSE,NA,"BE","old + new"
"289","CDC198","BE-001",2024,34,"2024-08-21","Larimer","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"290","CDC190","BE-002",2024,34,"2024-08-21","Larimer","L","Tarsalis",17,0,TRUE,FALSE,NA,"BE","old + new"
"291","CDC191","BE-002",2024,34,"2024-08-21","Larimer","L","Tarsalis",3,0,TRUE,TRUE,NA,"BE","old + new"
"292","CDC192","BE-002",2024,34,"2024-08-21","Larimer","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"293","CDC193","BE-003",2024,34,"2024-08-21","Larimer","L","Tarsalis",2,0,TRUE,TRUE,NA,"BE","old + new"
"294","CDC194","BE-003",2024,34,"2024-08-21","Larimer","L","Tarsalis",14,0,TRUE,FALSE,NA,"BE","old + new"
"295","CDC197","BE-003",2024,34,"2024-08-21","Larimer","L","Pipiens",4,0,TRUE,FALSE,NA,"BE","old + new"
"296","CDC201","BE-004",2024,34,"2024-08-21","Larimer","L","Tarsalis",47,1,TRUE,TRUE,NA,"BE","old + new"
"297","CDC202","BE-004",2024,34,"2024-08-21","Larimer","L","Tarsalis",3,0,TRUE,FALSE,NA,"BE","old + new"
"298","CDC186","BE-004",2024,34,"2024-08-21","Larimer","L","Pipiens",9,0,TRUE,FALSE,NA,"BE","old + new"
"299","CDC203","BE-004",2024,34,"2024-08-21","Larimer","L","Pipiens",50,0,TRUE,FALSE,NA,"BE","old + new"
"300","CDC204","BE-004",2024,34,"2024-08-21","Larimer","L","Pipiens",50,1,TRUE,TRUE,NA,"BE","old + new"
"301","CDC205","BE-004",2024,34,"2024-08-21","Larimer","L","Pipiens",22,0,TRUE,FALSE,NA,"BE","old + new"
"302","CDC188","BE-005",2024,34,"2024-08-21","Larimer","L","Tarsalis",7,0,TRUE,TRUE,NA,"BE","old + new"
"303","CDC189","BE-005",2024,34,"2024-08-21","Larimer","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"304","CSU22879","LC-001",2024,34,"2024-08-21","LC","L","Tarsalis",7,0,TRUE,TRUE,NA,"BE","old + new"
"305","CSU00000","LC-001",2024,34,"2024-08-21","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"306","CSU22894","LC-049",2024,34,"2024-08-21","LC","L","Tarsalis",19,0,TRUE,TRUE,NA,"BE","old + new"
"307","CSU22895","LC-049",2024,34,"2024-08-21","LC","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"308","CSU22876","LC-053",2024,34,"2024-08-21","LC","L","Tarsalis",50,0,TRUE,FALSE,NA,"BE","old + new"
"309","CSU22877","LC-053",2024,34,"2024-08-21","LC","L","Tarsalis",7,0,TRUE,TRUE,NA,"BE","old + new"
"310","CSU22878","LC-053",2024,34,"2024-08-21","LC","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"311","CSU22874","LC-054",2024,34,"2024-08-21","LC","L","Tarsalis",11,0,TRUE,TRUE,NA,"BE","old + new"
"312","CSU22875","LC-054",2024,34,"2024-08-21","LC","L","Pipiens",3,0,TRUE,TRUE,NA,"BE","old + new"
"313","CSU22880","WC-055",2024,34,"2024-08-21","LC","L","Tarsalis",2,0,TRUE,TRUE,NA,"BE","old + new"
"314","CSU22881","WC-055",2024,34,"2024-08-21","LC","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"315","CDC208","BE-001",2024,35,"2024-08-28","Larimer","L","Tarsalis",1,0,TRUE,FALSE,NA,"BE","old + new"
"316","CDC209","BE-001",2024,35,"2024-08-28","Larimer","L","Tarsalis",29,0,TRUE,FALSE,NA,"BE","old + new"
"317","CDC207","BE-001",2024,35,"2024-08-28","Larimer","L","Pipiens",3,0,TRUE,TRUE,NA,"BE","old + new"
"318","CSU00000","BE-002",2024,35,"2024-08-28","Larimer","L","Tarsalis",0,NA,NA,NA,NA,"BE","old + new"
"319","CDC206","BE-002",2024,35,"2024-08-28","Larimer","L","Pipiens",1,0,TRUE,FALSE,NA,"BE","old + new"
"320","CSU00000","BE-003",2024,35,"2024-08-28","Larimer","L","Tarsalis",0,NA,NA,NA,NA,"BE","old + new"
"321","CDC210","BE-003",2024,35,"2024-08-28","Larimer","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"322","CDC211","BE-003",2024,35,"2024-08-28","Larimer","L","Pipiens",9,0,TRUE,FALSE,NA,"BE","old + new"
"323","CDC212","BE-004",2024,35,"2024-08-28","Larimer","L","Tarsalis",2,0,TRUE,FALSE,NA,"BE","old + new"
"324","CDC213","BE-004",2024,35,"2024-08-28","Larimer","L","Pipiens",9,0,TRUE,FALSE,NA,"BE","old + new"
"325","CSU22992","LC-001",2024,35,"2024-08-28","LC","L","Tarsalis",5,0,TRUE,TRUE,NA,"BE","old + new"
"326","CSU22993","LC-001",2024,35,"2024-08-28","LC","L","Pipiens",14,0,TRUE,FALSE,NA,"BE","old + new"
"327","CSU22994","LC-049",2024,35,"2024-08-28","LC","L","Tarsalis",7,0,TRUE,FALSE,NA,"BE","old + new"
"328","CSU00000","LC-049",2024,35,"2024-08-28","LC","L","Pipiens",0,NA,NA,NA,NA,"BE","old + new"
"329","CSU22988","LC-053",2024,35,"2024-08-28","LC","L","Tarsalis",4,0,TRUE,FALSE,NA,"BE","old + new"
"330","CSU22989","LC-053",2024,35,"2024-08-28","LC","L","Pipiens",1,0,TRUE,TRUE,NA,"BE","old + new"
"331","CSU22986","LC-054",2024,35,"2024-08-28","LC","L","Tarsalis",10,0,TRUE,FALSE,NA,"BE","old + new"
"332","CSU22987","LC-054",2024,35,"2024-08-28","LC","L","Pipiens",13,0,TRUE,FALSE,NA,"BE","old + new"
"333","CSU22990","WC-055",2024,35,"2024-08-28","LC","L","Tarsalis",5,0,TRUE,FALSE,NA,"BE","old + new"
"334","CSU22991","WC-055",2024,35,"2024-08-28","LC","L","Pipiens",1,0,TRUE,FALSE,NA,"BE","old + new"
